Name_ZH,Name_EN,Title_ZH,Title_EN,Company_ZH,Company_EN,Biography_ZH,Biography_EN,Interview1_ZH,Interview1_EN,Interview2_ZH,Interview2_EN,Interview3_ZH,Interview3_EN,ImageURL,LocalImage
Marwan Al Zarouni,Marwan Al Zarouni,CEO,CEO,Dubai Blockchain Center (DBCC).,Dubai Blockchain Center (DBCC).,Marwan Al Zarouni 博士是全球知名的比特币与区块链倡导者，推动迪拜数字创新议程。作为迪拜区块链中心 CEO，他在比特币教育、应用与政策制定方面发挥了关键作用，曾入选 CoinTelegraph 区块链与加密领域百大影响力人物，并在世界经济论坛加密货币全球未来委员会任职，持续提升迪拜作为全球比特币和区块链创新枢纽的地位。,"Dr. Marwan Al Zarouni is a global Bitcoin and blockchain advocate driving Dubai’s digital innovation agenda. As CEO of the Dubai Blockchain Center, he has led regional efforts in Bitcoin education, adoption, and policy development. Recognized among CoinTelegraph’s Top 100 Most Influential Figures in Blockchain and Cryptocurrencies (2022), he also served on the World Economic Forum’s Global Future Council on Cryptocurrencies. Through his leadership, Dr. Al Zarouni continues to position Dubai as a global hub for blockchain and Bitcoin innovation.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 Dubai Blockchain Center (DBCC). 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at Dubai Blockchain Center (DBCC)., which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6900c3c39d2d90269fda5731_xSLLAx1Qkv4ykdRGOXrMVOgy3c2EENIhmyFUqAJlmOE.webp,avatars/mena-speakers/marwan-al-zarouni.webp
Bilal  Bin Saqib,Bilal  Bin Saqib,CEO,CEO,Minister of State for Blockchain and Crypto in Pakistan,Minister of State for Blockchain and Crypto in Pakistan,Bilal Bin Saqib 是巴基斯坦加密委员会 CEO，这一官方支持机构负责加速加密监管与数字资产创新，他同时担任巴基斯坦财政部长首席顾问。Bilal 曾入选福布斯 30 Under 30，并获查尔斯三世授勋为大英帝国成员，活跃于 Web2 与 Web3 创业及内容领域，将比特币视为推动金融独立与普惠金融的重要工具，并为特朗普家族支持的 DeFi 项目 World Liberty Financial 提供咨询。,"Bilal Bin Saqib is the CEO of the Pakistan Crypto Council, a government-backed advisory body accelerating crypto regulation and driving innovation across Pakistan’s digital asset landscape. He also serves as Chief Advisor to the Finance Minister of Pakistan.Named in Forbes 30 Under 30 and honored as a Member of the British Empire by King Charles III, Bilal is a force where conviction meets code. With ventures across Web2 and Web3, and a social media following of over 700,000, he’s part builder, part crypto diplomat — using Bitcoin not just as a technology, but as a tool for economic independence and, financial inclusion. Additionally, Bilal is also an advisor to the Trump-family backed DeFi project, World Liberty Financial.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 Minister of State for Blockchain and Crypto in Pakistan 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at Minister of State for Blockchain and Crypto in Pakistan, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6887b638dc64b755698d9ae6_qsdS-KB65viPckYvQGgB_E-Mqvs8l3rRXfhKlKclFZI.webp,avatars/mena-speakers/bilal-bin-saqib.webp
Aaron  van Wirdum,Aaron  van Wirdum,,,Bitcoin Magazine,Bitcoin Magazine,"Aaron van Wirdum 是《Bitcoin Magazine》的技术编辑，也是播客 Bitcoin, Explained 的联合主持人。他自 2013 年起撰写比特币相关内容，擅长用浅显语言解释复杂技术，重点聚焦比特币历史、扩容路线与隐私技术等议题。","Aaron van Wirdum is the technical editor for Bitcoin Magazine and the cohost of the Bitcoin, Explained podcast. With a background in studying the historical influence of society-shaping technologies, he’s been covering Bitcoin and related projects since 2013. He is known for his ability to explain highly-technical subjects to a layman audience and specializes in topics including Bitcoin’s history, scaling and privacy technology.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 Bitcoin Magazine 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at Bitcoin Magazine, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68a7722442ecf3c5645d1357_6ebd2291b174cef8fc57a92d.webp,avatars/mena-speakers/aaron-van-wirdum.webp
Aaron Daniel,Aaron Daniel,Co-founder,Co-founder,Resolvr,Resolvr,他是 Resolvr 的联合创始人，这是一家将全球保险市场与比特币对接的保险科技公司。同时，他也是《Bitcoin Magazine》和《Satoshi Papers》的作者之一。,"Cofounder of Resolvr, an insurtech bridging the global insurance market to Bitcoin. Published author for Bitcoin Magazine and the Satoshi Papers.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 Resolvr 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at Resolvr, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6902797f70c9cd59bf3eb2ab_ldXo9g0oJ1Bxr-0EZRtLZjyXLUW6uKkx_H4mWU8aa3s.webp,avatars/mena-speakers/aaron-daniel.webp
Abderrahman Ghiadi,Abderrahman Ghiadi,Head of Mining Pool (MENA),Head of Mining Pool (MENA),EMCD,EMCD,他拥有超过 10 年面向高净值与机构客户的投资与比特币挖矿经验，目前也是一名经济学博士研究人员，研究方向涵盖比特币、比特币挖矿与能源经济学，重点关注利用弃水、弃风等边际能源开展挖矿，以及为中大型矿工提供具竞争力的矿池服务，特别是在中东与非洲地区。,"10+ years' background in Investments / Bitcoin mining for HNWIs & Institutions. He is also conducting research as a PhD researcher in Economics focusing on Bitcoin, Bitcoin mining, and Energy Economics using stranded or curtailed energy sources, and the development of competitive mining pool services for medium-size to large miners in the MEA region",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 EMCD 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at EMCD, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68cd6a08f0812abbb58892b9_hk7AA_X8wQfEbg3HFsc4zCj4hG0zQ2ulCWbKA_ShCkU.webp,avatars/mena-speakers/abderrahman-ghiadi.webp
Abdumalik Mirakhmedov,Abdumalik Mirakhmedov,Executive President,Executive President,GDA,GDA,Abdumalik Mirakhmedov 是 GDA 执行总裁，这是一家全球最大、经验最丰富的比特币挖矿公司之一，近十年来专注数据中心建设、运营与扩张。GDA 在北美、南美、欧洲和中亚运营 20 个数据中心，总装机功率超过 600 兆瓦，已上线逾 18 万台矿机，致力于通过创新、负责任用能和社区投资强化比特币网络的韧性与安全。,"Abdumalik Mirakhmedov is Executive President of GDA, one of the world’s largest and most experienced Bitcoin mining companies, with a track record of building, managing, and scaling data center operations spanning nearly a decade.GDA champions innovation, responsible energy use, and investment in the communities where it operates globally, including 20 data centres across North America, South America, Europe, and Central Asia.With a total power capacity of over 600 MW, the company has brought over 180,000 miners online. GDA is committed to supporting the infrastructure for the future of money by making the bitcoin network more robust, resilient, and secure.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 GDA 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at GDA, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68cd6a08f0812abbb58892b6_68QsRv_jIWk8KuJfIOsEQVC-Fb54n2fw7Yt4gFcu05I.webp,avatars/mena-speakers/abdumalik-mirakhmedov.webp
Abu Akkuc,Abu Akkuc,Founder & Creative Director,Founder & Creative Director,21Million Fashion | Orange Elite,21Million Fashion | Orange Elite,Abu Akkuc 是 21Million Fashion 的创始人兼创意总监，这是一家比特币主题时装品牌。他通过时尚展示比特币作为文化运动的一面，将“工作量证明”的精神——自律、坚持与真实——融入每个设计细节，并以高端子品牌 Orange Elite 将奢华、优雅与比特币的反叛气质结合。除了创业者身份，他也积极推动比特币教育，强调比特币在文化、社会和哲学层面的深远意义，用时尚让自由、独立和自我主权变得具象可感。,"Abu Akkuc is the founder and Creative Director of 21Million Fashion (Bitcoin fashion brand). With his brand, he demonstrates that Bitcoin is far more than a financial instrument – it is a cultural movement that inspires a new way of thinking. His collections carry the spirit of “Proof of Work”: discipline, perseverance, and authenticity are reflected in every detail. For him, fashion becomes a medium that makes freedom, independence, and creativity tangible.Under the umbrella of 21Million Fashion, Abu has also created a high-fashion subbrand, Orange Elite, which combines the highest quality standards with elegance and the rebellious energy of Bitcoin.Beyond his role as an entrepreneur, Abu is deeply committed to promoting Bitcoin education. He conveys the cultural, social, and philosophical dimensions of Bitcoin, making it clear that it’s not just about money, but about a new understanding of responsibility and self-determination. His work blends style with substance, showing how Bitcoin is shaping our culture and mindset in lasting ways.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 21Million Fashion | Orange Elite 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at 21Million Fashion | Orange Elite, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68c2e69ff4851defb4062164_ikTz8ByLhibTjqyd3G89SI1fdoLYATIYNU_NvsykM6s.webp,avatars/mena-speakers/abu-akkuc.webp
Adam Haynes,Adam Haynes,Founder & CEO,Founder & CEO,Simple Mining,Simple Mining,他是 Simple Mining 的创始人兼 CEO，公司提供比特币矿机销售、托管和维修服务，致力于让比特币挖矿变得简单、可及且对所有人都有潜在盈利空间。,"Founder & CEO of Simple Mining. We sell, host, and repair Bitcoin miners with the goal of making Bitcoin mining simple, accessible, and profitable for everyone.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 Simple Mining 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at Simple Mining, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/691d2b6d669f6f49c9c3cba1_KrAPMWnFZIz7JYjxEeqWljn-g-PDC-CzqsodKW-tBIM.webp,avatars/mena-speakers/adam-haynes.webp
Adam O'Brien,Adam O'Brien,Founder and CEO,Founder and CEO,Bitcoin Well,Bitcoin Well,Adam 是一位丈夫、四个孩子的父亲，也是一名致力于实现个人独立的比特币企业家。自 2013 年创立 Bitcoin Well 以来，他通过线上比特币门户和遍布加拿大的比特币 ATM，帮助用户轻松买卖和使用比特币，如今公司已在资本市场上市（代码 BTCW）。,"Adam is a husband, father of four and a bitcoin entrepreneur on a mission to enable independence. Since founding Bitcoin Well in 2013, Adam has made it easy to buy, sell and use bitcoin both online in the bitcoin-only portal, and in person at Bitcoin ATMs across Canada. Today, Bitcoin Well is a publicly traded organization (BTCW)",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 Bitcoin Well 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at Bitcoin Well, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6887b630a94348bfcae22910_mlvcMjU7lRHxF5uY_WvIGRlPXYi5NbryJDq5U50NIEE.webp,avatars/mena-speakers/adam-o-brien.webp
Adam Schneider,Adam Schneider,CEO,CEO,La Boulangerie By Vulpes,La Boulangerie By Vulpes,Adam Schneider（网名 “Seccour”）是比特币社区的重要成员，尤其活跃于阿联酋。他 2012 年在高中时第一次接触比特币，2010 年起定居迪拜，之后在大学攻读网络安全，进一步加深了对比特币底层技术的理解。自 2017 年起，他组织迪拜比特币 Meetup，建设本地比特币社群，致力于在阿联酋推广比特币与开发相关工具。,"Adam Schneider, better known as “Seccour,” is a prominent figure in the Bitcoin community, especially in the UAE. He discovered Bitcoin in December 2012 at the age of 16, while still in high school. Having lived in Dubai since 2010, Seccour later pursued cybersecurity studies at university, which deepened his understanding of Bitcoin’s underlying technology.Since 2017, he has organized the Dubai Bitcoin Meetup, fostering a community dedicated to learning about and engaging with Bitcoin. His work focuses on advocating for Bitcoin in the UAE and developing tools that contribute to the evolving Bitcoin landscape.",本次 Bitcoin MENA 之行，您最希望向中东和全球比特币参与者传递的一个核心观点是什么？,"At Bitcoin MENA, what is the single core message you most want to share with bitcoin builders and investors across the region and globally?",结合您在 La Boulangerie By Vulpes 的一线经验，过去一年中哪一个具体事件最改变您对比特币或数字资产未来的判断？,"Based on your frontline work at La Boulangerie By Vulpes, which concrete event in the last year most changed your outlook on the future of bitcoin or digital assets?",面向 Bitcoin MENA 2025 的观众，您认为未来三年比特币在中东地区最具突破性的应用会出现在何处？,"For the Bitcoin MENA 2025 audience, where do you see the most transformative applications of bitcoin emerging across the Middle East over the next three years?",https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68dc3fa401e27e0f1b13c012_88e216e7a00b420e7c5154be.webp,avatars/mena-speakers/adam-schneider.webp
